room,idx,original,translation,comments
30,1,You are in a grove of giant trees. A sign appears to be attached to the back of one of the trees.,אתה בחורשת עצים ענקיים. נראה ששלט מחובר לחלק האחורי של אחד העצים.,
30,4,\xff           Hear ye! Hear ye!,שמעו! שמעו!,
30,6,\xff    Sierra is pleased to announce:,סיירה שמחה להודיע!,
30,8,\xff             SPACE QUEST:,מסע בחלל:,
30,9,\xff         The Sarien Encounter,המפגש עם סאריאן,
30,11,"\xff   Become Roger Wilco, sanitation","הפוך לרוג'ר ווילקו, מהנדס תברואה",
30,12,"\xff   engineer aboard the space lab,","על סיפון מעבדת החלל ארקדה,",
30,13,\xff  Arcada. Save Xenon from those bad,הצל את קסנון מהחבר'ה הרעים,
30,14,"\xff  boys of the universe, the Sariens!","של היקום, הסאריאנים!",
30,16,\xff          KING'S QUEST ]I[:,מסע המלך 3:,
30,17,\xff          To Heir Is Human,היורש הטבעי,
30,19,"\xff  You are Gwydion, young slave to","אתה גווידיון, עבד צעיר של",
30,20,\xff the evil wizard Mannanan. Discover,הקוסם הרשע מאנאנן.,
30,21,\xff    his magic and use it to free,גלה את הקסם שלו והשתמש בו כדי,
30,22,\xff     yourself from his thrall.,לשחרר את עצמך מעבדותו.,
30,24,"\xff    (C) 1986, Sierra On-Line, Inc."," (C) 1986, חברת סיירה אונליין.",
30,27,King Graham scratches his head in puzzlement at this confusing message. It doesn't appear to be a part of his quest.,המלך גרהם מגרד את ראשו בתמיהה על ההודעה המבלבלת הזו. זה לא נראה כחלק מהמשימה שלו.,
32,2,The small wooden rowboat looks old and rotted from traversing the poisoned lake.,סירת החתירה הקטנה מעץ נראית ישנה ורקובה מחציית האגם המורעל.,
32,4,"The shrouded ghoul looks very frightening. His hands are little more than claws, and his face is completely hidden inside the hood of the shroud. He is standing in a small boat.","האל-מת נראה מפחיד מאוד. הידיים שלו דקות ומצומקות, והפנים שלו מוסתרות לחלוטין בתוך כיסוי הראש. הוא עומד בסירה קטנה.",
32,5,"The spooky fiend holds out a bony claw, as if in request for a payment of some kind.","האל-מת המפחיד מושיט את ידו המצומקת, כאילו בבקשה לתשלום מסוג כלשהו.",
32,6,You climb carefully into the old boat. The shrouded ghoul paddles it across the lake to the ominous island.,אתה מטפס בזהירות לסירה הישנה. האל-מת חותר בה על פני האגם אל האי מבשר הרעות.,
32,7,You are greeted by stony silence from the frightening ghoul.,אתה מקבל תגובה אילמת מהאל-מת המפחיד.,
32,8,The ghoul will not let you take the boat.,האל-מת לא ייתן לך לקחת את הסירה.,
32,9,You can't kill something that is already dead.,אתה לא יכול להרוג מישהו שכבר מת.,
32,10,It is impossible to catch a ghoul.,זה בלתי אפשרי לתפוס אל-מת.,
32,11,Which treasure would you like to give the ghoul?,איזה אוצר תרצה לתת לאל-מת?,
32,12,"The shrouded ghoul takes your treasure. Silently, he gestures toward the boat.","האל-מת לוקח את האוצר שלך. בשקט, הוא מחווה לעבר הסירה.",
32,13,The silent fiend slowly shakes his head. He is not interested in it.,האל-מת השקט מנענע את ראשו לאט. הוא לא מעוניין בזה.,
32,14,You are too far away.,אתה רחוק מדי.,
32,15,You don't have it.,אין לך את זה.,
32,16,"The shrouded ghoul looks at the ruby ring on your finger and the black cloak around your neck. He motions for you to enter the boat, which you do. You must have fooled him into thinking you were someone else.","האל-מת מסתכל על טבעת הרובי באצבע שלך ועל הגלימה השחורה סביב הצוואר. הוא מחווה לך להיכנס לסירה, מה שאתה עושה. בטח הטעית אותו לחשוב שאתה מישהו אחר.",
32,17,You must specify who you wish to give it to.,אתה חייב לציין למי אתה רוצה לתת את זה.,
32,18,The lake is foul and stinking! It may be poisoned. All vegetation looks dead around it. There is a desolate island in the middle of the poisoned lake.,האגם דוחה ומצחין! הוא עלול להיות מורעל. כל הצמחייה סביבו נראית מתה. יש אי שומם באמצע האגם המורעל.,
32,19,%m18 A shrouded figure stands silent.,%m18 דמות עטופה עומדת בשקט.,
35,1,There are many lovely pine and spruce trees near these mountains.,יש הרבה עצי אורן ואשוח יפים ליד ההרים האלה.,
35,2,"The mountain range is wild and rugged. It would be impossible to cross, unless you could fly like a bird.","רכס ההרים פראי ומחוספס. יהיה בלתי אפשרי לחצות, אלא אם כן תוכל לעוף כמו ציפור.",
36,1,You notice a rusty trident lying in the grass.,אתה מבחין בקלשון חלוד מונח בעשב.,
36,2,A carpet of green grass rolls up to the water's edge. It feels spongy beneath your feet.,מרבד של עשב ירוק נפרס עד קצה המים. הוא מרגיש ספוגי מתחת לרגליך.,
36,3,You pick it up and carry it with you.,אתה מרים את זה ונושא אותו איתך.,
36,4,You are too far away.,אתה רחוק מדי.,
36,5,A carpet of green grass rolls up to the water's edge.,מרבד של עשב ירוק נפרס עד קצה המים.,
38,1,"When you peer into the old hollow log, you see a flashing necklace of diamonds and sapphires!","כשאתה מציץ לתוך גזע העץ החלול והישן, אתה רואה שרשרת יהלומים וספירים מבהיקה!",
38,2,This is just an old hollow log.,זה רק גזע עץ חלול ישן.,
38,3,You pick it up and carry it with you.,אתה מרים את השרשרת ונושא אותה איתך.,
38,4,You are too far from the log.,אתה רחוק מדי מהגזע.,
39,1,You are too far away.,אתה רחוק מדי.,
39,2,You look in the old log but see nothing special.,אתה מסתכל אל תוך הגזע הישן אבל לא רואה שום דבר מיוחד.,
40,1,There is a sizable hole in one of the pine trees.,יש חור גדול באחד מעצי האורן.,
40,2,"When you peek into the hole of the pine tree, you see a mallet lying there.","כשאתה מציץ לתוך החור של עץ האורן, אתה רואה פטיש מונח שם.",
40,3,"When you peer into the hole of the old pine tree, you see that it is empty.","כשאתה מציץ לתוך החור של עץ האורן הישן, אתה רואה שהוא ריק.",
40,4,You pick up the mallet and carry it with you.,אתה מרים את הפטיש ונושא אותו איתך.,
40,5,You cannot see into the hole from here.,"מכאן, אתה לא יכול להתבונן לתוך החור.",
40,6,You cannot reach it from here.,אתה לא יכול להגיע אליו מכאן.,
40,7,You have already taken the mallet from the hole in the tree.,כבר לקחת את הפטיש מהחור בעץ.,
42,1,"This is a magical door! If you can open it, the door will lead you to your heart's desire. There is an inscription on the door.","זו דלת קסומה! אם תוכל לפתוח אותה, הדלת תוביל אותך למשאלת לבך. יש כתובת על הדלת.",
42,2,"The door is locked. You cannot open it, no matter how hard you try.","הדלת נעולה. אתה לא יכול לפתוח אותה, לא משנה כמה חזק אתה מנסה.",
42,3,"The key to the first door fits easily into the keyhole. You turn the key and, PRESTO, the door opens, and the key disappears ... revealing a second door with another inscription!","המפתח לדלת הראשונה נכנס בקלות לחור המנעול. אתה מסובב את המפתח ו...הופ!, הדלת נפתחת, והמפתח נעלם... חושף דלת שנייה עם כתובת נוספת!",
42,4,You can't. You don't have the key.,אתה לא יכול. אין לך את המפתח.,
42,5,Do you want to read the inscription?,אתה רוצה לקרוא את הכתובת?,
42,6,The inscription reads: Whosoever chooses to seek the key for this door will undoubtedly make a splash.,הכתובת אומרת: מי שבוחר לחפש את המפתח לדלת הזו יצטרך לעשות מהלך מרשים.,
42,7,"If you close the door, it will lock again. Why would you want to do that?","אם תסגור את הדלת, היא תינעל שוב. למה שתרצה לעשות את זה?",
42,8,This is a magic door. It is impervious to damage.,זו דלת קסומה. היא חסינה לנזק.,
42,9,"The second door is locked. You cannot open it, no matter how hard you try.","הדלת השנייה נעולה. אתה לא יכול לפתוח אותה, לא משנה כמה חזק אתה מנסה.",
42,10,"The key to the second door fits easily into the keyhole. You turn the key and, SHAZAM, the door opens, and the second gold key disappears ... revealing a third door with yet another inscription!","המפתח לדלת השנייה נכנס בקלות לחור המנעול. אתה מסובב את המפתח ו...שזם!, הדלת נפתחת, ומפתח הזהב השני נעלם... חושף דלת שלישית עם כתובת נוספת!",
42,11,The inscription reads: Whosoever chooses to seek the key for this door should set their sights high.,הכתובת אומרת: מי שבוחר לחפש את המפתח לדלת הזו צריך לכוון גבוה.,
42,12,The third door is locked. You cannot open it no matter how hard you try.,הדלת השלישית נעולה. אתה לא יכול לפתוח אותה לא משנה כמה חזק אתה מנסה.,
42,13,"The key to the third door fits easily into the keyhole. You turn the key and, PRESTO, the door opens, and again the key disappears ... revealing a world unlike any you've ever seen before!","המפתח לדלת השלישית נכנס בקלות לחור המנעול. אתה מסובב את המפתח ו...הופ!, הדלת נפתחת, ושוב המפתח נעלם... חושף עולם שונה מכל מה שראית קודם!",
42,14,Whosoever chooses to seek the last key must have a stout heart.,מי שבוחר לחפש את המפתח האחרון חייב להיות עם לב אמיץ.,
42,15,"You don't really expect someone to answer the door, do you?","אתה לא באמת מצפה שמישהו יענה, נכון?",
42,16,You look through the keyhole and see nothing but a dazzling light.,אתה מסתכל דרך חור המנעול ורואה רק אור מסנוור.,
42,17,You are too far away from the door.,אתה רחוק מדי מהדלת.,
42,18,You are on the wrong side of the door to do that.,אתה בצד הלא נכון של הדלת בכדי לעשות את זה.,
42,19,You are at the edge of the forest. There is a deep chasm to the west and a towering cliff to the east.,אתה בקצה היער. יש תהום עמוקה במערב וצוק מתנשא במזרח.,
44,1,"This forbidding cave is the home of Hagatha, the wicked old hag. There are human skulls on stakes at the entrance. This is not a reassuring sign.","המערה האיומה הזו היא ביתה של הגת'ה, הזקנה המרושעת. יש גולגולות אנושיות על יתדות בכניסה. זה לא סימן מעודד.",
44,2,"The skulls probably belong to unfortunate travelers who fell into Hagatha's clutches. She has a taste for human flesh, you know.","הגולגולות כנראה שייכות לעוברי אורח מסכנים שנפלו היישר לציפורניה של הגת'ה. יש לה חיבה לבשר אנושי, אתה יודע.",
44,3,Yecchhhhh! What a horrible thought! Why would you want to do such a terrible thing?,איכס! איזו מחשבה נוראה! למה שתרצה לעשות דבר כל כך נורא?,
44,4,He must have gotten lost. I do not think he belongs in this story.,הוא בטח הלך לאיבוד. אני לא חושב שהוא שייך לסיפור הזה.,
44,5,You see nothing but darkness when you peer into the cave.,אתה רואה רק חושך כשאתה מציץ לתוך המערה.,
44,6,You can't see into the cave from there.,אתה לא יכול לראות לתוך המערה משם.,
44,7,"As you leave the dark cave, you remove the cloth from the cage.","כשאתה עוזב את המערה החשוכה, אתה מסיר את הבד מהכלוב.",
46,1,What is this! There is a little door built into the trunk of a large tree.,מה זה! יש דלת קטנה בנויה בתוך גזע של עץ גדול.,
46,2,The door in the tree is closed at the moment.,הדלת הבנויה בתוך העץ סגורה כרגע.,
46,3,"You rap on the treehouse door, wait a moment, but get no response.","אתה דופק על דלת בית העץ, ממתין רגע, אבל לא מקבל תגובה.",
46,4,You can't reach the door from here.,אתה לא יכול להגיע לדלת מכאן.,
46,5,"He has caught you and thrown you out! Instantly, you find yourself outside the treehouse.","הוא תפס אותך וזרק אותך החוצה! מיד, אתה מוצא את עצמך מחוץ לבית העץ.",
46,8,Your arms are too short to reach the door from here!,הזרועות שלך קצרות מדי כדי להגיע לדלת מכאן!,
48,1,"The deep gorge has a bridge spanning it. Oh, my! It's a long way down, isn't it!","גשר חוצה את הערוץ העמוק. אוי! איזו דרך ארוכה למטה, לא?",
48,2,The bridge spanning the chasm seems to be unstable and  tottery. Are you entertaining thoughts of crossing it?,הגשר החוצה את התהום נראה לא יציב ומתנדנד. אתה שוקל לחצות אותו?,
48,3,"Oh, dear! What a shame. The rickety old bridge collapses as you attempt crossing it. You have fallen to your death.","אוי, חבל! כה חבל. הגשר הישן והרעוע קורס בעודך מנסה לחצות אותו. נפלת למותך.",
48,4,"Then go on, my brave fellow.","אז קדימה, חבר אמיץ שלי.",
48,5,That may be wise. You never know.,זה יכול להיות נבון. אף פעם לא תדע.,
50,1,"The clear blue ocean is very calm. You look out over its vastness, seeing nothing but endless water.","הים הכחול והצלול רגוע מאוד. אתה מסתכל לעומקו, רואה רק מים אינסופיים.",
50,2,"A large, colorful fish playfully leaps out of the water around you.",דג גדול וצבעוני קופץ בשובבות מהמים סביבך.,
50,3,It is very hard to catch fish while swimming.,קשה מאוד לתפוס דגים בזמן שחייה.,
50,4,"You are so far out to sea, you have no chance of ever getting back. You can no longer swim.","אתה כל כך רחוק בים, שאין לך שום סיכוי לחזור. אתה לא יכול לשחות יותר.",
50,5,YECCHHH!! You cough and choke from the briny water of the ocean.,איכס!! אתה משתעל ונחנק מהמים המלוחים של הים.,
50,6,You dip your head under the ocean water. You see nothing but colorful fish and seaweed.,אתה טובל את הראש מתחת למי הים. אתה רואה רק דגים צבעוניים ואצות ים.,
51,1,The huge %w2 behind Neptune is wide open.,ה%w2 הענק מאחורי נפטון פתוח לרווחה.,
51,2,The enormous %w2 behind King Neptune is tightly shut.,ה%w2 הענק מאחורי המלך נפטון סגור חזק.,
51,3,"King Neptune is tall and imposing, with a flowing robe and long greenish-gray beard. A crown fashioned of shells and pearls adorns his head.","המלך נפטון גבוה ומרשים, עם גלימה ארוכה וזקן ארוך ירקרק-אפור. כתר עשוי מקונכיות ופנינים מעטר את ראשו.",
51,4,The bottom of the sea is teeming with fish and plant life. King Neptune rules this mighty underwater empire.,קרקעית הים שופעת דגים וצמחים. המלך נפטון שולט באימפריה התת-ימית האדירה הזו.,
51,5,This is a larger than average seahorse! It has a little saddle attached to its back.,זה סוס ים גדול יותר מהממוצע! יש לו אוכף קטן מחובר לגב.,
51,6,"The large %w2 is shut tight. Try as you might, you cannot succeed in opening it.","ה%w2 הגדול סגור חזק. כמה שתנסה, אתה לא יכול להצליח לפתוח אותו.",
51,7,You wave the crusty %w2 in front of the immense clam and slowly it opens ... revealing a large golden key!,אתה מנופף ב%w2 החלוד מול הצדפה הענקית והיא נפתחת לאט... חושפת מפתח זהב גדול!,
51,8,The huge clam is already open.,הצדפה הענקית כבר פתוחה.,
51,9,"That might work with some clams, but not this one!","זה אולי יעבוד עם כמה צדפות, אבל לא עם זו!",
51,10,There is no need to hurt the %w2.,אין צורך לפגוע ב%w2.,
51,11,This is an immense %w2! You couldn't carry it with you.,זו %w2 ענקית! אתה לא יכול לשאת אותה איתך.,
51,12,The %w2 is inside the large clam. You have to open the clam to retrieve the %w2.,ה%w2 נמצא בתוך הצדפה הגדולה. אתה צריך לפתוח את הצדפה כדי להוציא את ה%w2.,
51,13,Do you want to open the clam?,אתה רוצה לפתוח את הצדפה?,
51,14,The %w2 will close when it is ready.,ה%w2 תסגר כשהיא תהיה מוכנה.,
51,15,The huge %w2 is already closed.,ה%w2 הענקית כבר סגורה.,
51,17,This is a larger than average seahorse! It has a saddle attached to its back.,זה סוס ים גדול יותר מהממוצע! יש לו אוכף מחובר לגב.,
51,18,No!,לא!,
51,19,Ahhhh.........,אההה.........,
51,20,Does it look like Mr. Ed to you?,זה נראה לך כמו מר אד?,
51,21,"Glub, glub, glub, glub ....... !!!!!!","בלופ, בלופ, בלופ, בלופ ....... !!!!!!",
51,22,I beg your pardon!?,סליחה!?,
51,23,"Hurting King Neptune would not be a wise thing to do. If he doesn't get you, then his fish will.","לפגוע במלך נפטון לא יהיה דבר חכם לעשות. אם הוא לא יתפוס אותך, הדגים שלו יעשו זאת.",
51,24,Which treasure would you like to give to King Neptune?,איזה אוצר תרצה לתת למלך נפטון?,
51,25,You don't have one to give to King Neptune.,אין לך דבר לתת למלך נפטון.,
51,26,King Neptune solemnly shakes his head at your offer. A look of dismay clouds his face.,המלך נפטון מנענע את ראשו בחגיגיות להצעה שלך. מבט של אכזבה מעיב על פניו.,
51,27,"Reverently, King Neptune accepts his lost trident from you. He gives you a bottle, then waves the trident in front of the huge clam, which opens and reveals ... a large golden key!","בהערצה, המלך נפטון מקבל ממך את הקלשון האבוד שלו. הוא נותן לך בקבוק, ואז מנופף בקלשון מול הצדפה הענקית, שנפתחת וחושפת... מפתח זהב גדול!",
51,28,"With a cold look in his eye, King Neptune takes the rusty trident and points it at you.","עם מבט קר, המלך נפטון לוקח את הקלשון החלוד ומכוון אותו אליך.",
51,29,"You encounter King Neptune! Oh, oh! He points his rusty trident at you.","אתה פוגש את המלך נפטון! אוי, אוי! הוא מכוון את הקלשון החלוד שלו אליך.",
51,30,You are not close enough.,אתה לא קרוב מספיק.,
51,31,You don't have it.,אין לך את זה.,
51,32,"The magic seahorse helps you breathe underwater. Without it, you would die.","סוס הים הקסום עוזר לך לנשום מתחת למים. בלעדיו, תמות.",
51,33,OK.,בסדר.,
51,34,You can see many beautiful creatures at the bottom of the sea.,אתה יכול לראות יצורים יפים רבים בקרקעית הים.,
51,35,You must specify who you wish to give it to.,אתה חייב לציין למי אתה רוצה לתת את זה.,
51,36,"You feel a powerful surge of electricity, and then ... nothing. You have died at the bottom of the ocean.","אתה מרגיש גל חזק של חשמל, ואז... כלום. מתת בקרקעית הים.",
52,1,The bottom of the sea is teeming with fish and plant life. King Neptune rules this mighty underwater empire.,קרקעית הים שופעת דגים וצמחים. המלך נפטון שולט באימפריה התת-ימית האדירה הזו.,
52,2,You can see many beautiful creatures at the bottom of the sea.,אתה יכול לראות יצורים יפים רבים בקרקעית הים.,
52,3,You are not able to catch fish while riding a magic seahorse. Just enjoy the beauty of the underwater world.,אתה לא יכול לתפוס דגים בזמן רכיבה על סוס ים קסום. פשוט תהנה מהיופי של העולם התת-ימי.,
52,4,"The magic seahorse helps you breathe underwater. Without it, you would die.","סוס הים הקסום עוזר לך לנשום מתחת למים. בלעדיו, תמות.",
53,1,The bottom of the sea is teeming with fish and plant life. King Neptune rules this mighty underwater empire.,קרקעית הים שופעת דגים וצמחים. המלך נפטון שולט באימפריה התת-ימית האדירה הזו.,
53,2,You can see many beautiful creatures at the bottom of the sea.,אתה יכול לראות יצורים יפים רבים בקרקעית הים.,
53,3,You are not able to catch fish while riding a magic seahorse. Just enjoy the beauty of the underwater world.,אתה לא יכול לתפוס דגים בזמן רכיבה על סוס ים קסום. פשוט תהנה מהיופי של העולם התת-ימי.,
53,4,"The magic seahorse helps you breathe underwater. Without it, you would die.","סוס הים הקסום עוזר לך לנשום מתחת למים. בלעדיו, תמות.",
54,1,The bottom of the sea is teeming with fish and plant life. King Neptune rules this mighty underwater empire.,קרקעית הים שופעת דגים וצמחים. המלך נפטון שולט באימפריה התת-ימית האדירה הזו.,
54,2,You can see many beautiful creatures at the bottom of the sea.,אתה יכול לראות יצורים יפים רבים בקרקעית הים.,
54,3,You are not able to catch fish while riding a magic seahorse. Just enjoy the beauty of the underwater world.,אתה לא יכול לתפוס דגים בזמן רכיבה על סוס ים קסום. פשוט תהנה מהיופי של העולם התת-ימי.,
54,4,"The magic seahorse helps you breathe underwater. Without it, you would die.","סוס הים הקסום עוזר לך לנשום מתחת למים. בלעדיו, תמות.",
56,1,Look out! There is a poisonous viper blocking your path!,היזהר! יש נחש צפע ארסי החוסם את הדרך שלך!,
56,2,The snake appears to be about ten feet long. It is coiled and ready to strike.,אורכו של הנחש כ3 מטרים. הוא מפותל ומוכן להכות.,
56,3,The huge snake is deceased.,הנחש הענק מת.,
56,4,SSSsssssss! SSssstay away or I will ssssssstrike!,ססססססס! הסססתרחק או אני אכההההה!,
56,5,Are you joking!,אתה צוחק!,
56,6,The serpent only wants to eat YOU!,הנחש רק רוצה לאכול אותך!,
56,7,"Brandishing the sharp sword, you quickly slash the viper into ribbons.","מניף את החרב החדה, אתה קורע במהירות את הצפע לחתיכות.",
56,8,This is a very large snake. You don't have any weapons strong enough to kill it.,זה נחש גדול מאוד. אין לך שום נשק חזק מספיק כדי להרוג אותו.,
56,9,"You toss the leather bridle onto the coiled snake. Instantly, there stands before you not a snake, but a beautiful winged horse wearing the bridle!","אתה זורק את רסן העור על הנחש המפותל. מיד, עומד לפניך לא נחש, אלא סוס מכונף יפהפה העונד את הרסן!",
56,10,Where do you want to throw the bridle?,לאן אתה רוצה לזרוק את הרסן?,
56,11,You don't have it.,אין לך את זה.,
56,12,This is a handsome white horse! It has beautiful wings of delicate white feathers. The leather bridle is around the winged horse's head.,זה סוס לבן יפהפה! יש לו כנפיים יפות של נוצות לבנות עדינות. רסן העור מונח סביב ראשו של הסוס המכונף.,
56,13,"""Thank you, kind sir, for saving me. An evil enchanter turned me into a snake when I refused to be his steed. To repay you, here is a magic sugar cube that will guard against poisonous brambles.""","""תודה לך, אדון, שהצלת אותי. קוסם רשע הפך אותי לנחש כשסירבתי להיות הסוס שלו. כדי לגמול לך, הנה קוביית סוכר קסומה שתגן מפני סבכים רעילים.""",
56,14,The winged horse has a very independent nature. It doesn't want a rider on its back.,הסוס המכונף חופשי מטבעו. הוא לא רוצה רוכב על גבו.,
56,15,The white horse is much too big and strong for you to hold it.,הסוס הלבן גדול וחזק מדי בשביל להחזיק אותו.,
56,16,Why would you want to kill a beautiful horse like that?,למה שתרצה להרוג סוס יפה כזה?,
56,17,"The flying horse is not particularly hungry, thank you.","הסוס המעופף לא רעב במיוחד, תודה.",
56,18,The beautiful white horse lets you stroke its velvety soft nose.,הסוס הלבן היפה נותן לך ללטף את האף הרך שלו.,
56,19,The flying horse bobs its head up and down in greeting.,הסוס המעופף מנדנד את ראשו למעלה ולמטה בברכה.,
56,20,The snake has struck you dead.,הנחש הכה בך למוות.,
56,21,There is no snake here!,אין כאן נחש!,
56,22,You are too far away.,אתה רחוק מדי.,
56,23,The snake has no use for it. He is interested in only one thing. Getting rid of YOU!,לנחש אין שימוש בזה. הוא מעוניין רק בדבר אחד. להיפטר ממך!,
56,24,Why would you want a dead snake? Ugh!!,למה שתרצה נחש מת? איכס!!,
56,25,You put the bridle on the dead snake. Nothing happens. You pick the bridle up again.,אתה שם את הרסן על הנחש המת. כלום לא קורה. אתה מרים את הרסן שוב.,
56,26,"The horse is flying away, and pays no attention to you.","הסוס עף משם, ולא שם לב אליך.",
57,1,There is a large cave opening in the steep mountain side.,יש פתח מערה גדול בצד ההר התלול.,
57,2,You see nothing but darkness when you peer into the cave.,אתה רואה רק חושך כשאתה מציץ לתוך המערה.,
57,3,You cannot see into the cave from where you are standing.,אתה לא יכול לראות לתוך המערה מהמקום שבו אתה עומד.,
57,4,You are not quite close enough to see it clearly.,אתה לא מספיק קרוב כדי לראות את זה בבירור.,
57,5,"Oh No! This is as bad as bad can be!  Upon looking into the hole, you believe you see an incredibly blatant plug for another Sierra 3-D Animated Adventure. Hang On!","אוי לא! מהפח אל הפחת! כשאתה מסתכל אל תוך החור, אתה חושש שזו פרסומת להרפתקה מונפשת תלת-מימדית נוספת של סיירה. החזק מעמד!",
57,6,"Briefly befuddled by this bizarre event, you brace yourself and continue with the Quest before you.","מבולבל לזמן קצר מהאירוע המוזר הזה, אתה מתעשת וממשיך במשימה שלפניך.",
58,1,You see a large golden key lying on a rock in the damp cave!,אתה רואה מפתח זהב גדול מונח על סלע במערה הטחובה!,
58,2,The dark damp cave is empty and uninteresting.,המערה החשוכה והטחובה ריקה ולא מעניינת.,
58,3,There is a golden key on the rock.,יש מפתח זהב על הסלע.,
58,4,"The large, flat rock is empty.",הסלע הגדול והשטוח ריק.,
58,5,You'll have to move closer to the key.,תצטרך להתקרב למפתח.,
58,6,OK.,בסדר.,
59,1,The musty bedchamber is at the top of a tower. It has the smell of mold and old moth balls. There is a sagging bed and an old dresser in the room.,חדר השינה המעופש נמצא בראש המגדל. יש לו ריח של עובש וכדורי נפטלין ישנים. יש מיטה נטויה וקומודה ישנה בחדר.,
59,2,The bed is lumpy and sagging in the middle. A faded old quilt covers it.,המיטה גבשושית ונטויה באמצע. שמיכה ישנה ודהויה מכסה אותה.,
59,3,The old dresser is scratched and nicked. You can tell it was once a fine piece of furniture. There are several drawers in the dresser.,הקומודה הישנה שרוטה ופגומה. אתה יכול לראות שפעם היא הייתה רהיט משובח. יש כמה מגירות בקומודה.,
59,4,The dresser drawer is closed.,מגירת הקומודה סגורה.,
59,5,The dresser drawer is open.,מגירת הקומודה פתוחה.,
59,6,There is a candle lying in the drawer of the old dresser.,יש נר מונח במגירה של הקומודה הישנה.,
59,7,The drawer of the old dresser is empty.,המגירה של הקומודה הישנה ריקה.,
59,8,The drawer is already open.,המגירה כבר פתוחה.,
59,9,The drawer is already closed.,המגירה כבר סגורה.,
59,10,You pick it up and carry it with you.,אתה מרים את זה ונושא אותו איתך.,
59,11,The bed looks too lumpy and dusty. You wouldn't want to.,המיטה גבשושית ומאובקת מידי. אתה לא מעוניין.,
59,12,You can't reach it from where you are standing.,אתה לא יכול להגיע אליו מהמקום שבו אתה עומד.,
59,13,The ramp spirals steeply downward. Be careful--you don't want to fall.,המדרגות הלולייניות מתפתלות בחדות כלפי מטה. היזהר--אתה לא רוצה ליפול.,
59,14,You don't see one here.,אתה לא רואה דבר.,
59,15,You already have it.,כבר יש לך את זה.,
59,16,The quilt is old and tattered; you wouldn't want it.,השמיכה ישנה וקרועה; לא תרצה אותה.,
60,1,There is a ramp spiraling up toward the top of a gloomy tower. A torch blazes on the wall.,יש מדרגות לולייניות כלפי מעלה לעבר ראש מגדל קודר. לפיד בוער על הקיר.,
60,2,"The ramp spirals steeply upward. Be careful, you don't want to fall.","המדגות מתפתלות בחדות כלפי מעלה. היזהר, אתה לא רוצה ליפול.",
60,3,The torch lends the only warmth to this dreary castle.,הלפיד מעניק את החמימות היחידה לטירה הקודרת והאפלה הזו.,
60,4,"The torch is firmly attached to the wall. Try as you might, you cannot budge it.","הלפיד מחובר היטב לקיר. כמה שתנסה, אתה לא יכול להזיז אותו.",
60,5,You hold your candle up to the blazing torch. It catches! Your candle is now lit.,אתה מחזיק את הנר שלך אל הלפיד הבוער. הוא נדלק! הנר שלך עכשיו דולק.,
60,6,You can't do that from where you are standing.,אתה לא יכול לעשות את זה מהמקום שבו אתה עומד.,
60,7,You are not carrying it.,אתה לא נושא את זה.,
60,8,You fall to your death on the hard stone floor.,אתה נופל למותך על רצפת האבן הקשה.,
61,1,"This castle is really creepy! Cracks cover the walls, cobwebs fill the corners. A chilly draft runs through the halls.","הטירה הזו באמת מפחידה! סדקים מכסים את הקירות, קורי עכביש ממלאים את הפינות. רוח קרה נושבת במסדרונות.",
61,2,"Through the archway to the west, you see a ramp that spirals up and out of sight.","דרך הקשת במערב, אתה רואה מדרגות לולייניות כלפי מעלה ומחוץ לטווח הראייה.",
62,1,There is not much here at the top of the tower but an aging chest against the wall.,אין הרבה כאן בראש המגדל חוץ מתיבה ישנה הנשענת על הקיר.,
62,2,The dusty old chest is closed.,התיבה הישנה והמאובקת סגורה.,
62,3,The dusty old chest is open.,התיבה הישנה והמאובקת פתוחה.,
62,4,The old chest is locked shut. You need to unlock it.,התיבה הישנה נעולה. אתה צריך לפתוח אותה.,
62,5,"With a creak and a groan, the old lid opens, dragging cobwebs with it.","בחריקה ויבבה, המכסה הישן נפתח, גורר קורי עכביש איתו.",
62,6,You open the heavy lid of the dusty old chest and peer into it.,אתה פותח את המכסה הכבד של התיבה הישנה המאובקת ומציץ פנימה.,
62,7,The aging chest is already open.,התיבה הישנה כבר פתוחה.,
62,8,The aging chest is already closed.,התיבה הישנה כבר סגורה.,
62,9,You do not have the key that will unlock this old chest.,אין לך את המפתח שיפתח את התיבה הישנה הזו.,
62,10,The aging chest is already unlocked.,התיבה הישנה כבר לא נעולה.,
62,11,"With hands trembling, you fit the little silver key into the lock. Slowly, you turn it until you hear a click. The old chest is now unlocked.","בידיים רועדות, אתה מכניס את המפתח הכסוף הקטן למנעול. לאט, אתה מסובב אותו עד שאתה שומע קליק. התיבה הישנה עכשיו לא נעולה.",
62,12,You couldn't possibly carry this heavy chest around with you.,אתה לא יכול לשאת את התיבה הכבדה הזו איתך.,
62,13,It is empty.,היא ריקה.,
62,14,You pick it up and carry it with you.,אתה מרים את זה ונושא אותו איתך.,
62,15,The bed looks too lumpy and dusty. You wouldn't want to.,המיטה גבשושית ומאובקת מידי. אתה לא מעוניין.,
62,16,You can't reach it from where you are standing.,אתה לא יכול להגיע אליו מהמקום שבו אתה עומד.,
